chromosome	scaffold	position	Fst	piPop1	piPop2	piPop1_egg	piPop2_egg	TajDPop1	TajDPop2	thetaWPop1	thetaWPop2	SPop1	SPop2	Dxy	Dxy_egg	SampleNrPop1	SampleNrPop2	genome_pos	comp
CHR7	CHR7	29074305	0.0294	0.0124	0.0109	310.5054	231.9629	-1.077	-1.1001	413.2245	312.2499	1397	1074	0.0123	0.0077	10	10	328588740	Spain
CHR7	CHR7	29098317	0.0193	0.0107	0.0092	179.5859	107.5844	-1.2667	-1.2868	250.9563	149.2003	816	463	0.0103	0.0086	10	10	328612752	Spain
CHR7	CHR7	29124668	0.0157	0.0103	0.0088	254.3499	185.6851	-1.1426	-0.9348	345.4876	235.9692	1168	783	0.0098	0.0068	10	10	328639103	Spain
CHR7	CHR7	29152021	0.0108	0.0127	0.0126	448.5772	417.8786	-0.8475	-0.2777	560.7838	446.8605	1960	1537	0.0129	0.0102	10	10	328666456	Spain
CHR7	CHR7	29174998	0.0063	0.0132	0.0138	601.3921	631.4699	-0.852	-0.201	752.7664	662.9266	2631	2317	0.0136	0.0104	10	10	328689433	Spain
CHR7	CHR7	29200002	0.021	0.0119	0.0124	584.2132	623.2292	-1.0628	-0.576	782.47	721.2939	2776	2521	0.0127	0.0092	10	10	328714437	Spain
CHR7	CHR7	29225002	0.0237	0.012	0.0121	594.2163	614.1254	-0.9328	-0.558	764.1485	707.2743	2711	2472	0.0126	0.0082	10	10	328739437	Spain
CHR7	CHR7	29249999	0.0072	0.01	0.0097	485.332	463.6045	-0.8704	-0.4333	610.8538	516.4361	2135	1805	0.01	0.0069	10	10	328764434	Spain
CHR7	CHR7	29275000	0	0.011	0.0116	533.1739	542.9046	-0.4984	0.0281	604.2732	539.3252	2112	1885	0.0112	0.0083	10	10	328789435	Spain
CHR7	CHR7	29300000	0	0.0111	0.0121	571.4073	633.9813	-0.2117	-0.0956	601.7916	648.6209	2135	2267	0.0116	0.0081	10	10	328814435	Spain
CHR7	CHR7	29325002	0.0061	0.0076	0.0077	411.2089	406.3007	-0.5946	-0.8129	478.3829	501.5187	1672	1725	0.0077	0.0048	10	10	328839437	Spain
CHR7	CHR7	29349685	0	0.0109	0.0111	494.5808	453.5901	-0.3615	-0.4429	540.1865	505.2165	1858	1708	0.0109	0.0087	10	10	328864120	Spain
CHR7	CHR7	29375070	0	0.0133	0.013	590.7835	566.3593	-0.218	0.067	622.4647	557.6307	2141	1918	0.0129	0.0088	10	10	328889505	Spain
CHR7	CHR7	29400004	0.0062	0.0145	0.0146	729.6689	769.3411	-0.3124	0.1365	788.3893	745.3275	2797	2605	0.0147	0.0085	10	10	328914439	Spain
CHR7	CHR7	29424414	0.0228	0.018	0.0197	772.3022	873.1357	-0.2878	0.3158	828.5867	812.5643	2896	2840	0.0197	0.0122	10	10	328938849	Spain
CHR7	CHR7	29450612	0.0337	0.0161	0.0182	644.0294	757.1919	-0.6271	-0.2108	755.9137	796.828	2642	2785	0.0183	0.0125	10	10	328965047	Spain
CHR7	CHR7	29474998	0.0239	0.0149	0.013	709.0241	656.6126	-0.9722	-0.7815	920.1432	805.1253	3216	2814	0.0147	0.009	10	10	328989433	Spain
CHR7	CHR7	29500003	0.017	0.0141	0.0117	692.7522	595.3633	-0.8562	-0.8897	870.4134	753.6248	3088	2634	0.0133	0.0088	10	10	329014438	Spain
CHR7	CHR7	29525000	0.0166	0.0114	0.0106	549.6218	533.884	-1.0268	-1.3292	727.7873	777.9445	2582	2719	0.0113	0.0085	10	10	329039435	Spain
CHR7	CHR7	29550001	0.0154	0.0107	0.0087	533.4967	444.8474	-1.0799	-1.3738	718.4856	658.3487	2549	2301	0.01	0.0073	10	10	329064436	Spain
CHR7	CHR7	29575001	0.0156	0.0166	0.0139	803.2065	673.1749	-0.8416	-0.4393	1002.258	751.0497	3503	2625	0.0157	0.0114	10	10	329089436	Spain
CHR7	CHR7	29600000	0.0132	0.0235	0.0206	1102.9516	948.858	-0.584	-0.0249	1279.2165	954.4769	4471	3336	0.0226	0.0172	10	10	329114435	Spain
CHR7	CHR7	29621988	0.0293	0.0204	0.0216	692.9874	718.1765	-0.5951	-0.3241	807.5564	777.6584	2865	2718	0.0222	0.0173	10	10	329136423	Spain
CHR7	CHR7	29652007	0.0284	0.017	0.0195	600.1919	688.1417	-0.4211	-0.1738	667.1854	717.5744	2367	2508	0.0193	0.0147	10	10	329166442	Spain
CHR7	CHR7	29675007	0.0075	0.0166	0.0163	812.0045	806.2427	-0.4524	0.0842	910.157	790.5335	3229	2763	0.0167	0.0124	10	10	329189442	Spain
CHR7	CHR7	29699379	0.0096	0.0152	0.0165	656.883	730.9089	-0.543	-0.2103	754.565	769.0749	2677	2688	0.0162	0.0108	10	10	329213814	Spain
CHR7	CHR7	29725493	0.0273	0.0158	0.0196	693.22	898.7855	-0.4758	-0.0627	781.9063	912.4119	2774	3237	0.0186	0.0112	10	10	329239928	Spain
CHR7	CHR7	29750000	0.0401	0.012	0.015	596.3033	778.9299	-1.0003	-0.3166	783.0338	842.5083	2778	2989	0.0146	0.0092	10	10	329264435	Spain
CHR7	CHR7	29775003	0.0299	0.0089	0.0084	411.1433	388.4669	-1.4008	-1.2372	614.2872	548.767	2147	1918	0.0092	0.0072	10	10	329289438	Spain
CHR7	CHR7	29799998	0.0142	0.0102	0.0083	484.6423	386.0343	-1.1411	-1.426	665.776	581.9563	2362	2034	0.0095	0.0071	10	10	329314433	Spain
CHR7	CHR7	29824919	0.0059	0.0137	0.0124	640.1869	579.1061	-0.8223	-0.8351	796.2817	721.2939	2825	2521	0.0132	0.0095	10	10	329339354	Spain
CHR7	CHR7	29850002	0	0.013	0.0122	598.9656	554.6405	-0.8631	-0.7133	752.1942	666.9322	2629	2331	0.0126	0.0097	10	10	329364437	Spain
CHR7	CHR7	29875000	0	0.0134	0.0125	665.7511	606.7519	-0.8933	-0.8244	845.8907	753.3386	3001	2633	0.0128	0.0087	10	10	329389435	Spain
CHR7	CHR7	29899999	0	0.017	0.0154	792.036	712.5183	-0.4362	-0.3492	883.9431	776.5139	3136	2714	0.016	0.0106	10	10	329414434	Spain
CHR7	CHR7	29925022	0.0077	0.0181	0.0137	796.7803	597.3648	-0.3411	-0.6482	867.3128	705.2715	3077	2465	0.0161	0.0123	10	10	329439457	Spain
CHR7	CHR7	29950004	0.0095	0.0162	0.0103	765.08	473.2874	-0.9212	-1.4221	980.3425	712.4243	3478	2490	0.0135	0.0113	10	10	329464439	Spain
CHR7	CHR7	29975002	0.0045	0.0196	0.013	967.9656	642.0798	-0.7643	-1.0718	1183.5705	859.487	4199	3004	0.0164	0.0121	10	10	329489437	Spain
CHR7	CHR7	30000001	0.0136	0.0206	0.0143	994.141	689.1788	-0.7195	-0.967	1199.9189	892.9624	4257	3121	0.0179	0.0128	10	10	329514436	Spain
CHR7	CHR7	30024999	0.0219	0.0167	0.0121	810.2906	584.4822	-0.835	-1.2295	1011.63	823.4366	3589	2878	0.0151	0.0114	10	10	329539434	Spain
CHR7	CHR7	30048599	0.0158	0.0193	0.0146	673.762	513.1039	-0.4436	-1.0827	753.4375	689.2491	2673	2409	0.0175	0.0136	10	10	329563034	Spain
CHR7	CHR7	30074388	0.0023	0.0221	0.0178	566.7767	449.1485	-0.1861	-0.6081	592.8286	524.4473	2072	1833	0.0201	0.0187	10	10	329588823	Spain
CHR7	CHR7	30100063	0.0017	0.0181	0.0142	551.5939	429.9278	-0.2774	-0.507	590.2536	488.3969	2063	1707	0.0162	0.0185	10	10	329614498	Spain
CHR7	CHR7	30126950	0.0027	0.026	0.0229	1034.2733	911.9689	0.658	0.6508	895.2513	790.5335	3129	2763	0.0246	0.0253	10	10	329641385	Spain
CHR7	CHR7	30149887	0.0081	0.0218	0.0195	988.4391	857.5344	0.4021	0.3541	901.9828	791.3918	3200	2766	0.021	0.0211	10	10	329664322	Spain
CHR7	CHR7	30173190	0.0233	0.0104	0.0079	419.4319	334.009	-1.0448	-1.2804	556.7782	476.5155	1946	1639	0.0096	0.0056	10	10	329687625	Spain
CHR7	CHR7	30200250	0.0277	0.0108	0.0092	445.0362	422.0513	-0.8396	-0.8436	555.0615	527.0223	1940	1842	0.0106	0.0072	10	10	329714685	Spain
CHR7	CHR7	30225002	0.0211	0.012	0.0089	568.9674	437.1298	-0.8772	-0.9855	715.5	567.8064	2461	1953	0.0109	0.009	10	10	329739437	Spain
CHR7	CHR7	30250001	0.0122	0.0167	0.0127	782.7442	574.9529	-0.7509	-0.968	951.3297	742.8292	3325	2555	0.015	0.0126	10	10	329764436	Spain
CHR7	CHR7	30274988	0.0164	0.0171	0.0148	768.5273	678.4716	-0.9592	-0.7362	993.3885	821.1477	3472	2870	0.0165	0.0131	10	10	329789423	Spain
CHR7	CHR7	30300003	0.0224	0.0303	0.0313	1376.4045	1486.4	-0.6354	0.1973	1619.1202	1420.2708	5659	4964	0.0322	0.025	10	10	329814438	Spain
CHR7	CHR7	30324964	0.0207	0.0435	0.0453	2073.0933	2272.2664	-0.2243	0.6034	2190.1269	1986.617	7770	7048	0.0462	0.0301	10	10	329839399	Spain
CHR7	CHR7	30350005	0.0194	0.0322	0.0311	1541.5499	1537.1701	-0.1402	0.2734	1594.8183	1444.0183	5658	5047	0.0328	0.0209	10	10	329864440	Spain
CHR7	CHR7	30375009	0.0228	0.0171	0.0132	752.4102	598.0902	-0.474	-0.621	847.1841	699.5096	2961	2406	0.0158	0.0106	10	10	329889444	Spain
CHR7	CHR7	30399997	0.0496	0.0156	0.0115	692.3889	500.2719	0.0388	-1.2602	686.1018	708.8131	2398	2438	0.0149	0.0129	10	10	329914432	Spain
CHR7	CHR7	30425000	0.058	0.0175	0.0127	852.4086	616.4381	0.5032	-1.2971	761.9221	888.3845	2663	3105	0.0169	0.0143	10	10	329939435	Spain
CHR7	CHR7	30450003	0.0546	0.0183	0.0139	851.8395	673.1544	0.1507	-1.2358	822.5783	946.0533	2875	3254	0.0179	0.0143	10	10	329964438	Spain
CHR7	CHR7	30474567	0.05	0.0169	0.0131	715.7904	571.7801	-0.0121	-1.2043	717.8259	798.8308	2469	2792	0.0165	0.0122	10	10	329989002	Spain
CHR7	CHR7	30500488	0.0526	0.0144	0.0102	608.7044	424.174	0.0827	-1.449	597.1707	641.0718	2054	2205	0.0136	0.0091	10	10	330014923	Spain
CHR7	CHR7	30524999	0.0464	0.0139	0.01	562.6496	423.4492	-0.0313	-1.3081	566.7417	609.6723	1916	2097	0.0131	0.0089	10	10	330039434	Spain
CHR7	CHR7	30550004	0.0382	0.0153	0.0108	650.6948	483.2043	0.0663	-0.9472	640.781	620.4295	2204	2134	0.0141	0.0102	10	10	330064439	Spain
CHR7	CHR7	30574999	0.0386	0.0161	0.0114	774.988	571.1248	0.0597	-0.7362	764.211	691.2519	2671	2416	0.0149	0.0103	10	10	330089434	Spain
CHR7	CHR7	30600000	0.0305	0.0151	0.0131	728.1495	638.7026	-0.3638	-0.7787	796.5419	782.5223	2784	2735	0.015	0.0109	10	10	330114435	Spain
CHR7	CHR7	30624361	0.0272	0.0156	0.0153	662.2228	650.0949	-0.5622	-0.7067	764.7123	780.2334	2713	2727	0.0163	0.0121	10	10	330138796	Spain
CHR7	CHR7	30651299	0.0286	0.0146	0.0138	585.1547	555.9633	-0.5432	-0.6385	671.2239	654.6293	2346	2288	0.015	0.0119	10	10	330165734	Spain
CHR7	CHR7	30674838	0.0331	0.0129	0.0116	518.8288	476.1227	-0.4239	-0.76	576.5201	578.8544	2015	1991	0.0131	0.0107	10	10	330189273	Spain
CHR7	CHR7	30700046	0.0286	0.0114	0.0107	443.0449	428.1546	-0.4616	-0.5682	496.5762	493.6689	1708	1698	0.0117	0.0092	10	10	330214481	Spain
CHR7	CHR7	30724410	0.0166	0.0109	0.0105	413.1766	412.1316	-0.4619	-0.1584	463.1416	427.9626	1593	1472	0.0111	0.0089	10	10	330238845	Spain
CHR7	CHR7	30750022	0	0.0116	0.0107	477.2328	462.4926	-0.3601	0.0462	521.5862	457.4966	1823	1599	0.0112	0.0076	10	10	330264457	Spain
CHR7	CHR7	30775239	0	0.014	0.0127	646.1499	575.5751	-0.1285	0.0343	666.3599	571.0045	2329	1964	0.0133	0.0095	10	10	330289674	Spain
CHR7	CHR7	30800005	0	0.0216	0.0209	896.1473	784.617	0.3406	0.582	830.8859	692.8395	2809	2299	0.021	0.0157	10	10	330314440	Spain
CHR7	CHR7	30825002	0	0.024	0.0263	811.7841	735.8418	0.2659	0.4876	765.4686	664.4375	2540	2113	0.025	0.0203	10	10	330339437	Spain
CHR7	CHR7	30850001	0.0288	0.0123	0.0181	481.7497	501.1844	-0.5387	-0.2301	549.0881	527.9652	1822	1679	0.0161	0.0147	10	10	330364436	Spain
CHR7	CHR7	30874853	0.0758	0.0105	0.0185	417.7862	511.6412	-0.6581	-0.287	493.6689	546.2034	1698	1737	0.0168	0.0151	10	10	330389288	Spain
CHR7	CHR7	30900409	0.0847	0.0117	0.0206	399.6312	352.6793	-0.3452	-0.4277	434.2259	388.6298	1468	1206	0.019	0.0199	10	10	330414844	Spain
CHR7	CHR7	30925000	0.0041	0.0124	0.0157	502.9068	305.6667	0.4811	-0.0901	453.2538	311.6021	1504	941	0.0141	0.0124	10	10	330439435	Spain
CHR7	CHR7	30949841	0.0162	0.0163	0.0185	560.4695	477.9515	0.1634	0.5148	540.6632	429.2272	1758	1365	0.0179	0.0096	10	10	330464276	Spain
CHR7	CHR7	30975457	0.0183	0.0162	0.0182	534.0908	497.4622	-0.1737	0.3461	555.7329	461.6242	1807	1501	0.0178	0.0105	10	10	330489892	Spain
CHR7	CHR7	30999974	0.0229	0.0147	0.0154	436.4148	369.9306	-0.1837	-0.029	455.1658	372.3114	1480	1184	0.0158	0.0143	10	10	330514409	Spain
CHR7	CHR7	31025011	0.0561	0.0223	0.0197	474.1047	350.0028	-0.5413	-0.7308	538.3421	415.6985	1712	1290	0.0235	0.0205	10	10	330539446	Spain
CHR7	CHR7	31050001	0.0168	0.0215	0.0207	562.1487	371.0689	-0.158	-0.8532	582.7968	455.0126	1895	1412	0.0218	0.0199	10	10	330564436	Spain
CHR7	CHR7	31073924	0	0.0159	0.0158	308.2215	212.5802	-0.2751	-0.7326	327.7251	252.6416	1017	784	0.0156	0.0175	10	10	330588359	Spain
CHR7	CHR7	31100303	0	0.0133	0.0103	283.4159	258.7173	-0.1727	-0.2203	294.6417	272.1769	937	885	0.0117	0.0069	10	10	330614738	Spain
CHR7	CHR7	31125003	0	0.0167	0.013	614.0177	600.2154	0.5742	0.1598	542.1908	578.8692	1833	1957	0.0147	0.0123	10	10	330639438	Spain
CHR7	CHR7	31150002	0	0.0182	0.0134	717.3324	679.6923	0.4523	0.0668	649.564	669.3823	2196	2263	0.0156	0.0133	10	10	330664437	Spain
CHR7	CHR7	31174998	0	0.0164	0.0108	566.9053	549.0325	0.0679	-0.3201	558.1636	592.1834	1887	1965	0.0136	0.0127	10	10	330689433	Spain
CHR7	CHR7	31199656	0	0.0141	0.0121	522.3135	531.5273	-0.1244	-0.368	537.7538	580.1287	1818	1925	0.0131	0.0139	10	10	330714091	Spain
CHR7	CHR7	31225129	0.0003	0.0152	0.0136	376.9554	343.9693	-0.5439	-0.5959	429.3321	397.0399	1396	1291	0.0144	0.0126	10	10	330739564	Spain
CHR7	CHR7	31250004	0.0055	0.0136	0.0107	286.9904	243.277	-0.806	-0.5524	349.0419	277.7127	1110	903	0.0123	0.0107	10	10	330764439	Spain
CHR7	CHR7	31275002	0.0005	0.0126	0.0094	312.6933	302.8956	-1.0418	-0.7496	405.9578	364.1326	1291	1184	0.011	0.0104	10	10	330789437	Spain
CHR7	CHR7	31299995	0.006	0.0134	0.0102	385.291	409.1536	-1.3638	-1.0832	550.9202	543.0608	1752	1802	0.0119	0.0114	10	10	330814430	Spain
CHR7	CHR7	31325005	0.0194	0.0175	0.0106	394.7042	438.8133	-1.2712	-1.084	544.275	579.7213	1689	1885	0.0146	0.0132	10	10	330839440	Spain
CHR7	CHR7	31349839	0.01	0.0128	0.0074	225.1775	260.8487	-1.3264	-1.0967	315.802	345.9875	980	1125	0.0103	0.008	10	10	330864274	Spain
CHR7	CHR7	31370070	0	0.0095	0.0077	172.6768	193.3683	-1.5831	-1.1706	267.8712	265.0316	871	896	0.0086	0.0073	10	10	330884505	Spain
CHR7	CHR7	31402134	0	0.0104	0.0097	266.2363	304.754	-1.481	-0.9889	401.7203	394.8852	1333	1335	0.0099	0.0069	10	10	330916569	Spain
CHR7	CHR7	31425001	0	0.0112	0.0103	429.9128	440.9598	-1.2779	-0.8882	609.6318	554.6141	2061	1875	0.0105	0.0071	10	10	330939436	Spain
CHR7	CHR7	31450000	0	0.0125	0.0108	535.7493	525.7216	-0.9331	-0.5784	682.693	606.6739	2308	2051	0.0116	0.0084	10	10	330964435	Spain
CHR7	CHR7	31474949	0.0143	0.0133	0.0112	513.9485	487.6227	-0.4038	-0.1238	565.9646	501.9627	1878	1697	0.0126	0.0073	10	10	330989384	Spain
CHR7	CHR7	31499711	0.0159	0.0123	0.0109	386.5988	368.0766	-0.24	-0.2013	408.9531	386.0114	1357	1305	0.0119	0.0089	10	10	331014146	Spain
CHR7	CHR7	31525114	0	0.0141	0.0118	500.697	492.8139	-0.9441	-0.6907	640.0986	587.5764	2164	2021	0.0128	0.0139	10	10	331039549	Spain
CHR7	CHR7	31549718	0	0.0154	0.0126	571.6804	545.8499	-0.9224	-0.7123	728.5831	654.7363	2506	2252	0.0137	0.0149	10	10	331064153	Spain
CHR7	CHR7	31575158	0	0.0255	0.0223	966.5638	911.1442	-0.5144	-0.0454	1100.109	921.0016	3845	3219	0.0235	0.0192	10	10	331089593	Spain
CHR7	CHR7	31600002	0	0.0282	0.0258	1327.2768	1274.117	-0.4102	0.1176	1469.4825	1239.3807	5136	4397	0.0266	0.0187	10	10	331114437	Spain
CHR7	CHR7	31624999	0	0.0196	0.019	949.116	935.2044	-0.5383	0.0138	1087.2339	932.1428	3800	3307	0.0191	0.0136	10	10	331139434	Spain
CHR7	CHR7	31649797	0	0.0165	0.016	678.1474	682.9865	-0.5584	0.0853	781.0917	669.5072	2730	2340	0.0161	0.0111	10	10	331164232	Spain
CHR7	CHR7	31674391	0	0.0204	0.0203	485.4218	518.3131	-0.2382	0.3642	514.0204	477.6784	1768	1643	0.0203	0.0123	10	10	331188826	Spain
CHR7	CHR7	31700905	0.0148	0.0219	0.0254	539.4543	660.8488	-0.2814	0.5676	577.4007	583.5061	1986	2007	0.0244	0.0158	10	10	331215340	Spain
CHR7	CHR7	31726625	0.0181	0.0208	0.0222	635.4939	795.4518	-0.1735	0.3396	662.6405	737.0145	2316	2535	0.0223	0.0167	10	10	331241060	Spain
CHR7	CHR7	31748518	0.0067	0.0184	0.0181	589.1	646.4762	0.0394	0.0205	583.6729	643.3976	2040	2213	0.0185	0.0129	10	10	331262953	Spain
CHR7	CHR7	31775618	0.0001	0.0161	0.0161	614.2444	634.2257	-0.0467	0.2241	621.011	602.6947	2136	2073	0.0161	0.012	10	10	331290053	Spain
CHR7	CHR7	31800000	0	0.0174	0.0172	755.8876	781.9905	-0.0602	0.4608	766.6695	705.2715	2637	2465	0.0171	0.0147	10	10	331314435	Spain
CHR7	CHR7	31825000	0	0.0217	0.0202	1045.0848	1030.9966	0.3527	0.6676	964.777	890.6735	3372	3113	0.0208	0.0146	10	10	331339435	Spain
CHR7	CHR7	31849058	0.0049	0.022	0.0197	924.6211	901.2778	0.6672	0.8963	798.8308	743.8969	2792	2600	0.0211	0.0126	10	10	331363493	Spain
CHR7	CHR7	31875332	0.0053	0.015	0.0136	642.6393	634.41	0.1184	0.226	625.1595	602.2704	2185	2105	0.0144	0.0086	10	10	331389767	Spain
CHR7	CHR7	31900005	0.01	0.014	0.0138	684.9308	708.4317	-0.373	-0.0406	751.0497	715.2855	2625	2500	0.0141	0.0084	10	10	331414440	Spain
CHR7	CHR7	31925000	0.0078	0.0152	0.0143	750.5755	729.2074	-0.0299	0.2999	755.9137	681.484	2642	2344	0.015	0.0086	10	10	331439435	Spain
CHR7	CHR7	31950003	0.0003	0.0156	0.0134	723.5187	648.5987	0.066	0.387	712.4243	594.8448	2490	2046	0.0145	0.0082	10	10	331464438	Spain
CHR7	CHR7	31974997	0	0.0171	0.0147	756.8125	677.5819	-0.0031	0.2709	757.366	637.7323	2605	2156	0.0159	0.0088	10	10	331489432	Spain
CHR7	CHR7	31999994	0	0.0211	0.019	926.8949	849.8816	0.2686	0.4741	872.2065	766.107	3000	2590	0.02	0.0118	10	10	331514429	Spain
CHR7	CHR7	32024997	0.0145	0.0292	0.0304	1250.9293	1288.6521	0.1622	0.6087	1204.8268	1128.3445	4211	3881	0.0306	0.0246	10	10	331539432	Spain
CHR7	CHR7	32049997	0.0166	0.0286	0.0302	1284.1892	1370.6359	-0.0565	0.5255	1301.5334	1219.4187	4549	4262	0.0303	0.0248	10	10	331564432	Spain
CHR7	CHR7	32075000	0.0047	0.0209	0.0201	917.5597	912.4304	-0.219	0.3219	966.9863	848.6569	3326	2919	0.0207	0.0152	10	10	331589435	Spain
CHR7	CHR7	32099999	0	0.0153	0.0138	696.784	654.594	-0.2173	0.1003	734.4551	639.6181	2567	2200	0.0144	0.0104	10	10	331614434	Spain
CHR7	CHR7	32125001	0.0026	0.018	0.0156	861.1993	759.1343	0.0018	-0.0187	860.8298	762.4943	3054	2665	0.0169	0.012	10	10	331639436	Spain
CHR7	CHR7	32150004	0.0073	0.0205	0.0161	919.4836	660.4104	0.0088	0.0004	917.5682	660.3515	3207	2308	0.0186	0.0126	10	10	331664439	Spain
CHR7	CHR7	32174942	0.0204	0.0201	0.0168	820.3956	574.8837	-0.3101	0.0269	884.4174	571.2952	3042	1965	0.0192	0.0118	10	10	331689377	Spain
CHR7	CHR7	32200358	0.0142	0.028	0.0238	1184.1935	931.5726	0.2696	0.481	1114.0984	836.5979	3832	2924	0.0266	0.0148	10	10	331714793	Spain
CHR7	CHR7	32224997	0.0056	0.0278	0.0211	1306.8151	985.6244	0.7025	0.4608	1120.9954	888.9568	3918	3107	0.0247	0.0142	10	10	331739432	Spain
CHR7	CHR7	32249992	0.0135	0.0196	0.0134	920.383	629.237	0.1998	-0.0622	878.9428	638.6069	3072	2232	0.017	0.0112	10	10	331764427	Spain
CHR7	CHR7	32275007	0.0077	0.0144	0.0091	680.8971	424.3365	-1.0949	-1.1906	918.1404	590.2536	3209	2063	0.0119	0.0094	10	10	331789442	Spain
CHR7	CHR7	32299998	0.0001	0.0114	0.007	549.2641	343.0896	-1.7366	-1.6926	937.2165	575.2959	3325	2041	0.0092	0.0081	10	10	331814433	Spain
CHR7	CHR7	32325003	0	0.0114	0.0082	555.0181	405.6918	-1.4416	-1.4489	845.6088	619.8313	3000	2199	0.0097	0.008	10	10	331839438	Spain
CHR7	CHR7	32350002	0	0.0119	0.0101	580.8736	509.5503	-1.218	-1.1979	818.5494	710.4215	2904	2483	0.011	0.0078	10	10	331864437	Spain
CHR7	CHR7	32374311	0	0.0106	0.0094	439.0601	402.8271	-1.1917	-1.0033	613.3483	527.8807	2176	1845	0.01	0.0067	10	10	331888746	Spain
CHR7	CHR7	32399403	0	0.0088	0.008	311.4422	290.6625	-1.1041	-1.1081	422.8044	392.2022	1500	1349	0.0083	0.0061	10	10	331913838	Spain
CHR7	CHR7	32425747	0	0.0082	0.007	346.8199	305.8812	-1.4961	-1.4469	539.2166	464.6494	1913	1624	0.0076	0.0055	10	10	331940182	Spain
CHR7	CHR7	32445736	0.0058	0.0078	0.0062	278.8806	231.8908	-1.5473	-1.6419	439.4714	376.2117	1536	1294	0.0071	0.0049	10	10	331960171	Spain
CHR7	CHR7	32477669	0.0021	0.0091	0.007	328.3521	261.2678	-1.1133	-1.4162	445.4798	390.4578	1557	1343	0.0081	0.0051	10	10	331992104	Spain
CHR7	CHR7	32500004	0.0057	0.0096	0.0089	472.5261	435.9841	-1.0747	-1.0667	635.3341	580.5988	2254	1997	0.0093	0.0065	10	10	332014439	Spain
CHR7	CHR7	32524999	0.0166	0.0088	0.0086	421.9764	408.6071	-1.1749	-0.903	583.9591	517.7999	2041	1781	0.009	0.0067	10	10	332039434	Spain
CHR7	CHR7	32550002	0.0166	0.0075	0.007	355.7487	331.2342	-1.3402	-1.1705	520.4417	455.8733	1819	1568	0.0075	0.0061	10	10	332064437	Spain
CHR7	CHR7	32575000	0.0087	0.0073	0.0079	264.4876	273.3854	-1.2664	-0.829	375.6303	338.0928	1292	1143	0.0077	0.0058	10	10	332089435	Spain
CHR7	CHR7	32600006	0.013	0.0091	0.0098	174.4911	141.8335	-0.992	-0.3122	224.5075	152.5421	730	496	0.0097	0.0062	10	10	332114441	Spain
CHR7	CHR7	32625001	0.0249	0.0092	0.0105	215.4199	133.7444	-1.4916	-1.0824	318.0577	175.7788	987	559	0.0104	0.0033	10	10	332139436	Spain
CHR7	CHR7	32649841	0.0118	0.0114	0.0116	200.4843	138.4951	-1.6938	-1.1599	316.4464	184.9697	982	574	0.0117	0.0041	10	10	332164276	Spain
CHR7	CHR7	32675360	0.0022	0.0095	0.0117	175.3887	64.7217	-1.8395	-1.3251	287.0978	90.0699	867	272	0.0106	NA	10	10	332189795	Spain
CHR7	CHR7	32700003	0.0032	0.0072	0.0112	182.6631	38.3502	-1.8074	-1.657	295.7074	59.2739	893	179	0.0093	NA	10	10	332214438	Spain
CHR7	CHR7	32724996	0.0112	0.0071	0.0085	88.8315	20.925	-1.7611	-1.6551	141.7276	32.4516	428	98	0.008	NA	10	10	332239431	Spain
CHR7	CHR7	32749958	0	0.0119	0.0108	69.7117	40.7486	-1.4626	-1.2956	102.1523	56.2937	317	170	0.011	0.0029	10	10	332264393	Spain
CHR7	CHR7	32774762	0.0065	0.0132	0.0142	97.554	65.1349	-1.3801	-1.2782	139.2107	89.4076	432	270	0.0139	0.0029	10	10	332289197	Spain
CHR7	CHR7	32800101	0.014	0.0112	0.0112	83.9592	49.5774	-1.3283	-1.4726	116.8922	72.1884	353	218	0.0115	NA	10	10	332314536	Spain
CHR7	CHR7	32824723	0.0025	0.0184	0.0162	57.4432	31.7167	-1.3041	-1.1774	79.4734	42.3858	240	128	0.0174	0.0	10	10	332339158	Spain
CHR7	CHR7	32849878	0.0084	0.0151	0.0155	116.7852	54.9473	-1.6341	-1.4106	180.7805	78.48	561	237	0.0156	0.0	10	10	332364313	Spain
CHR7	CHR7	32874334	0	0.01	0.0087	100.7691	50.0267	-1.5891	-1.6799	153.7118	77.8177	477	235	0.0093	NA	10	10	332388769	Spain
CHR7	CHR7	32899611	0	0.0131	0.0131	25.4035	9.3455	-0.3338	-1.5868	27.3134	14.5011	80	45	0.0131	NA	10	10	332414046	Spain
CHR7	CHR7	32926823	0	0.0123	0.0129	59.6487	22.3229	-1.1588	-1.4544	79.1423	32.4516	239	98	0.0125	NA	10	10	332441258	Spain
CHR7	CHR7	32949929	0	0.0118	0.0123	69.0571	42.1206	-1.3918	-1.5017	98.0172	61.923	296	187	0.0119	NA	10	10	332464364	Spain
CHR7	CHR7	32975018	0.0219	0.014	0.014	71.2257	51.979	-1.2006	-1.2688	96.3518	71.1949	299	215	0.0146	NA	10	10	332489453	Spain
CHR7	CHR7	32998791	0.0526	0.0162	0.0165	67.3123	38.3636	-1.1566	-1.2793	89.9069	52.2368	279	153	0.0181	NA	10	10	332513226	Spain
CHR7	CHR7	33024829	0	0.02	0.0124	50.8511	17.4127	-1.1791	-1.6175	67.8836	27.3573	205	87	0.0153	0.0	10	10	332539264	Spain
CHR7	CHR7	33050331	0	0.0167	0.0133	94.7871	52.8711	-1.0035	-1.7737	121.1648	86.0399	376	267	0.0149	0.0	10	10	332564766	Spain
